price,Address,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,Status,neworold,Furnished_status,type_of_building,Balcony_missing
11000000.0,"Sector 67, Gurgaon, Haryana, Sector 67A, Gurgaon, Delhi NCR",1296.0,28.38417,77.068093,2.0,2.0,2.0,Ready to Move,Resale,Unknown,Individual House,0
6000000.0,"Siddhartha Vihar, Ghaziabad, Siddhartha Vihar, Ghaziabad, Delhi NCR",1155.0,28.646286,77.406051,2.0,2.0,4.0,Ready to Move,Resale,Unknown,Flat,0
3800000.0,"Gurgaon, Sector 90, Gurgaon, Delhi NCR",800.0,28.405868,76.929915,2.0,2.0,1.0,Ready to Move,Resale,Unknown,Flat,0
7000000.0,"Sector 30, Faridabad, Delhi NCR",1316.0,28.4439754,77.3215105,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,1
3500000.0,"124 Tower-F 1st Floor, Wave City, Ghaziabad, Delhi NCR",840.0,28.683082,77.50921,2.0,2.0,2.0,Ready to Move,Resale,Unknown,Flat,1
4800000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1475.0,28.701837981083,77.423206716491,3.0,2.0,3.0,Ready to Move,Resale,Unknown,Flat,0
13500000.0,"Sector 56, Gurgaon, Delhi NCR",1600.0,28.4189002,77.1008473,3.0,3.0,2.0,Ready to Move,Resale,Unknown,Flat,1
5100000.0,"cloud 9, Indirapuram, Ghaziabad, Delhi NCR",1205.0,28.6452343361494,77.3830522401886,3.0,2.0,2.0,Ready to Move,New Property,Unknown,Flat,0
2900000.0,"A2 502., Sector 107, Gurgaon, Delhi NCR",600.0,28.5054485,76.9718027,2.0,2.0,2.0,Ready to Move,Resale,Unknown,Flat,0
4800000.0,"A604 Crossing Republik Ghaziabad, NH 24, Ghaziabad, Delhi NCR",1350.0,28.623722,77.435989,3.0,3.0,3.0,Ready to Move,Resale,Unknown,Flat,0
4200000.0,"Krishna Colony, Gurgaon, Delhi NCR",720.0,28.466155,77.010758,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Individual House,1
6000000.0,"1002 TOWER 3, Sector 168, Noida, Delhi NCR",1441.0,28.497364,77.4100482399016,3.0,3.0,2.0,Ready to Move,Resale,Unknown,Individual House,0
5800000.0,"WZ-49D gali no.6 new delhi 110018, Old Mahavir Nagar, New Delhi - West, Delhi NCR",900.0,28.634809494018555,77.04905700683594,3.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,0
7000000.0,"Krishna Nagar, New Delhi - East, Delhi NCR",927.0,28.6537366,77.286549,3.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,1
7500000.0,"Vasundhara, Ghaziabad, Delhi NCR",1520.0,28.66171264648437,77.37482452392578,4.0,3.0,2.0,Ready to Move,Resale,Unfurnished,Flat,0
4200000.0,"G 901., Sector 77, Noida, Delhi NCR",855.0,28.567735,77.3921922,2.0,2.0,2.0,Ready to Move,Resale,Unknown,Flat,0
3500000.0,"La Residentia T18 502, Techzone 4, Greater Noida, Delhi NCR",880.0,28.585996627807617,77.433837890625,2.0,2.0,4.0,Ready to Move,New Property,Unfurnished,Individual House,0
8500000.0,"Sector 48, Faridabad, Delhi NCR",1748.0,28.4059402,77.2827472,3.0,3.0,2.0,Ready to Move,Resale,Unknown,Individual House,1
5200000.0,"Sector 37D, Gurgaon, Delhi NCR",1070.0,28.448796,76.972154,2.0,2.0,2.0,Ready to Move,Resale,Unknown,Individual House,0
6500000.0,"Assotech The Nest Crossing Republik, Ghaziabad, Crossings Republik, Ghaziabad, Delhi NCR",1810.0,28.631927,77.437442,3.0,3.0,2.0,Ready to Move,Resale,Unknown,Flat,1
4200000.0,"T1 706., Raj Nagar Extension, Ghaziabad, Delhi NCR",1290.0,28.705425,77.433193,2.0,2.0,4.0,Ready to Move,Resale,Unknown,Flat,0
3250000.0,"Chi 5, Greater Noida, Delhi NCR",984.0,28.433506,77.505908,2.0,2.0,3.0,Ready to Move,New Property,Unknown,Flat,0
16000000.0,"Dwarka, New Delhi - Dwarka, Delhi NCR",2000.0,28.57331085205078,77.04484558105469,4.0,3.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,1
6500000.0,"Indirapuram, Ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",1231.0,28.634588,77.3555417196101,3.0,2.0,3.0,Ready to Move,Resale,Unknown,Individual House,0
12000000.0,"Sector 71, Gurgaon, Sector 71, Gurgaon, Delhi NCR",2193.0,28.419032,77.028272,4.0,5.0,4.0,Ready to Move,Resale,Unknown,Individual House,0
10000000.0,"Sector 51, Noida, Delhi NCR",1650.0,28.590653,77.331682,3.0,3.0,2.0,Ready to Move,Resale,Unknown,Flat,0
3000000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",825.0,28.7040534,77.4373305,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,1
13500000.0,"Gurgaon, Sector 71, Gurgaon, Delhi NCR",2433.0,28.419032,77.028272,4.0,4.0,3.0,Ready to Move,Resale,Unknown,Flat,0
26000000.0,"Kalkaji, New Delhi - South, Delhi NCR",2700.0,28.543664932250977,77.25489807128906,4.0,4.0,4.0,Ready to Move,Resale,Semi-Furnished,Flat,0
5000000.0,"Chiranji Vihar Ghaziabad, Chiranjiv Vihar, Ghaziabad, Delhi NCR",1490.0,28.63593101501465,77.43408966064453,3.0,3.0,3.0,Ready to Move,Resale,Unfurnished,Flat,0
7500000.0,"Sector 137, Noida, Sector 137, Noida, Delhi NCR",1660.0,28.505584,77.410762,3.0,3.0,2.0,Ready to Move,Resale,Unknown,Flat,0
9900000.0,"Sector 78, Noida, Delhi NCR",1550.0,28.562957,77.3869878873777,3.0,2.0,2.0,Ready to Move,Resale,Unknown,Flat,1
9500000.0,"Zakir Nagar, Okhla, New Delhi - South, Delhi NCR",1530.0,28.5642694,77.292389,3.0,2.0,2.0,Ready to Move,Resale,Furnished,Flat,1
6500000.0,"Sector 4 Vaishali, Ghaziabad, Delhi NCR",1100.0,28.6470245,77.3402594,2.0,2.0,2.0,Ready to Move,Resale,Furnished,Individual House,1
6500000.0,"Sector 29, Faridabad, Delhi NCR",1426.0,28.4339805,77.3239236,4.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,0
9100000.0,"Sector 8 Dwarka, New Delhi - Dwarka, Delhi NCR",1080.0,28.5712739,77.07314,3.0,2.0,1.0,Ready to Move,Resale,Unfurnished,Flat,0
3200000.0,"Lal Kuan, Ghaziabad, Delhi NCR",1100.0,28.6336095,77.4713825,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,0
5100000.0,"Noida, Delhi NCR",1040.0,28.60595893859864,77.44451141357422,2.0,2.0,3.0,Ready to Move,Resale,Semi-Furnished,Flat,0
5500000.0,"Vasundhara, Ghaziabad, Delhi NCR",1300.0,28.6648596461129,77.3720400451064,3.0,2.0,3.0,Ready to Move,Resale,Unknown,Flat,0
10000000.0,"Lajpat Nagar, New Delhi - South, Delhi NCR",1000.0,28.5688775,77.2431195,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,0
15000000.0,"Sector 21, Noida, Delhi NCR",2500.0,28.5843456,77.3363292,4.0,3.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,1
2700000.0,"Sector 5 Vasundhara, Ghaziabad, Delhi NCR",700.0,28.6609235,77.3788965,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,1
5100000.0,"Sector 118, Noida, Delhi NCR",1255.0,28.582315,77.4047195,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,1
6000000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",1175.0,28.637309,77.413535,2.0,2.0,3.0,Ready to Move,Resale,Unknown,Flat,0
2700000.0,"Dasna, Ghaziabad, Delhi NCR",840.0,28.6784878,77.518043,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,1
15000000.0,"Mayur vihar phase - 1, New Delhi - 110091, Supreme Enclave, New Delhi - East, Delhi NCR",1350.0,28.606384,77.291571,3.0,2.0,2.0,Ready to Move,Resale,Unknown,Flat,0
2840000.0,"greater Noida, Eta 2, Greater Noida, Delhi NCR",920.0,28.496992,77.537536,2.0,2.0,3.0,Ready to Move,Resale,Unknown,Individual House,0
3000000.0,"Mehrauli, New Delhi - South, Delhi NCR",800.0,28.5201861,77.179158,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,1
2500000.0,"Ward No 2, Mehrauli, New Delhi - South, Delhi NCR",750.0,28.5201861,77.179158,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Individual House,1
8250000.0,"Indirapuram, Ghaziabad, Delhi NCR",1550.0,28.6337188879406,77.3546109571817,3.0,2.0,2.0,Ready to Move,Resale,Unknown,Flat,1
3200000.0,"Patel Nagar, Gurgaon, Delhi NCR",750.0,28.4603545,77.0395295,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,1
5000000.0,"Dilshad Colony, New Delhi - East, Delhi NCR",850.0,28.6838196,77.3291436,2.0,2.0,2.0,Ready to Move,Resale,Unfurnished,Flat,1
10000000.0,"Sector 85, Gurgaon, Delhi NCR",1975.0,28.4037258,76.9530272,4.0,4.0,2.0,Ready to Move,Resale,Semi-Furnished,Individual House,1
6700000.0,"Sector 37C, Gurgaon, Delhi NCR",1326.0,28.44926,76.98476024,2.0,2.0,2.0,Ready to Move,Resale,Unknown,Flat,1
4000000.0,"507, Eco village 1, Sector-1, Greater Noida west, Taj Expressway, Noida, Delhi NCR",1200.0,28.4324446,77.5079173,2.0,2.0,2.0,Ready to Move,Resale,Unknown,Flat,0
3200000.0,"GH-18, Shahpur, Bamheta, National Highway 24, Pandav Nagar, Ghaziabad, Uttar Pradesh, NH 24, Ghaziabad, Delhi NCR",800.0,28.658647,77.4757,2.0,2.0,2.0,Ready to Move,Resale,Unknown,Individual House,1
6700000.0,"Sector 107, Noida, Delhi NCR",1095.0,28.5426951,77.374087,2.0,2.0,2.0,Ready to Move,Resale,Unknown,Flat,1
11000000.0,"Flat 8, Bhagya Laxmi Apartment, Sector 9, Rohini, New Delhi, Sector 9 Rohini, New Delhi - Rohini, Delhi NCR",950.0,28.714832305908203,77.12369537353516,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,0
9500000.0,"Sainik Colony, Faridabad, Delhi NCR",1850.0,28.398028,77.2752245,3.0,3.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,1
5700000.0,"Supertech Rameshwar Orchids, H1, Near Yashoda Hospital, Ghaziabad, Pin-201010, Kaushambi, Ghaziabad, Delhi NCR",1030.0,28.644617869271,77.328264,2.0,2.0,2.0,Ready to Move,Resale,Unknown,Flat,0
3400000.0,"Greater Noida West, Greater Noida, Delhi NCR",845.0,28.60483,77.434908,2.0,2.0,2.0,Ready to Move,Resale,Unknown,Flat,1
4700000.0,"wz-419 Nanak Pura, clock tower, Hari Nagar, New Delhi - West, Delhi NCR",895.0,28.624574661254883,77.10897827148438,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,0
8000000.0,"Gh9., Paschim Vihar, New Delhi - West, Delhi NCR",1000.0,28.6677244,77.0979515,2.0,2.0,1.0,Ready to Move,Resale,Furnished,Flat,0
38000000.0,"Sector 23, Sector 23, Gurgaon, Delhi NCR",4700.0,28.5103,77.053103,6.0,6.0,2.0,Ready to Move,Resale,Unknown,Flat,0
5900000.0,"D-9/2, Street no.-9, New govind pura, near rashid market, near geeta colony, Geeta Colony, New Delhi - East, Delhi NCR",900.0,28.65106010437012,77.27061462402344,2.0,2.0,1.0,Ready to Move,Resale,Unfurnished,Individual House,0
8000000.0,"Sector 71, Gurgaon, Behrampur Village, Gurgaon, Delhi NCR",1198.0,28.419032,77.028272,2.0,2.0,2.0,Ready to Move,Resale,Unknown,Individual House,0
6700000.0,"Eldeco Magnolia Park, Sector 119 Noida, Uttar Pradesh 201304, Sector 119, Noida, Delhi NCR",1280.0,28.5887486123864,77.406150525201,2.0,2.0,2.0,Ready to Move,Resale,Unknown,Flat,1
10500000.0,"BH-601 Abhimanyu apartment Vasundhara Enclave, New Delhi-96, Vasundhara Enclave, New Delhi - East, Delhi NCR",1407.0,28.6013562305396,77.3193583454046,4.0,4.0,2.0,Ready to Move,Resale,Unknown,Flat,0
3500000.0,"Sector 2, Ashok Vihar Phase 3 Extension, Gurgaon, Delhi NCR",850.0,28.4941085,77.0257,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Individual House,1
5500000.0,"Pearl Height, Pocket 10, Sector 9, Vaishali Extension, Ramprastha Greens, Vaishali, Ghaziabad, Uttar Pradesh, Vaishali Extension, Ghaziabad, Delhi NCR",950.0,28.651237,77.349809,2.0,2.0,2.0,Ready to Move,Resale,Unknown,Individual House,1
6540000.000000001,"Zeta 2, Greater Noida, Delhi NCR",1742.0,28.517742,77.529334,3.0,3.0,2.0,Ready to Move,Resale,Semi-Furnished,Individual House,1
2700000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",830.0,28.7040534,77.4373305,2.0,2.0,3.0,Ready to Move,Resale,Semi-Furnished,Flat,0
3100000.0,"Mahagun Puram, Near Lal kuan, NH-24, Mahrauli, Ghaziabad -201001, NH 24, Ghaziabad, Delhi NCR",1100.0,28.666747,77.479096,3.0,2.0,3.0,Ready to Move,Resale,Unknown,Flat,0
3500000.0,"Sector 137, Noida, Delhi NCR",825.0,28.505584,77.410762,2.0,2.0,2.0,Ready to Move,Resale,Unknown,Individual House,0
6000000.0,"Sector 76, Noida, Delhi NCR",1315.0,28.5654147528131,77.383196,3.0,2.0,2.0,Ready to Move,Resale,Unknown,Flat,1
9500000.0,"Sector 85, Gurgaon, Sector 85, Gurgaon, Delhi NCR",1975.0,28.40491677,76.95131573,4.0,4.0,2.0,Ready to Move,Resale,Unknown,Flat,1
7800000.0,"Sector 106, Gurgaon, Delhi NCR",1385.0,28.499602,76.999946,2.0,2.0,3.0,Ready to Move,Resale,Semi-Furnished,Flat,0
9800000.0,"Manish properties., Sector 21C, Faridabad, Delhi NCR",2000.0,28.4303503,77.2956126,3.0,3.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,0
4500000.0,"exotica Dream ville noida extention, Noida Extension, Noida, Delhi NCR",1035.0,28.615717,77.421909,2.0,2.0,4.0,Ready to Move,Resale,Unknown,Flat,0
4700000.0,"Noida Extension, Greater Noida, Delhi NCR",1365.0,28.605958,77.444512,3.0,2.0,2.0,Ready to Move,Resale,Furnished,Flat,1
9200000.0,"Sector 70A, Gurgaon, Sector 70A, Gurgaon, Delhi NCR",1305.0,28.384034,77.01669,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Individual House,1
4000000.0,"Sector 22D, Yamuna Expressway, Greater Noida, Delhi NCR",1150.0,28.34987449645996,77.54267120361328,2.0,2.0,3.0,Ready to Move,Resale,Unfurnished,Individual House,0
2700000.0,"DLF Ankur Vihar, Ghaziabad, Delhi NCR",900.0,28.737905502319336,77.26736450195312,2.0,2.0,1.0,Ready to Move,Resale,Furnished,Flat,0
8500000.0,"Pandav Nagar, Near Gurudwara, Pandav Nagar, New Delhi - East, Delhi NCR",985.0,28.610933,77.2739145,3.0,2.0,1.0,Ready to Move,Resale,Furnished,Flat,0
7000000.0,"Old Mahavir Nagar, New Delhi - West, Delhi NCR",900.0,28.6377751,77.0848585,3.0,2.0,2.0,Ready to Move,Resale,Furnished,Flat,1
3200000.0,"DLF Ankur Vihar, Ghaziabad, Delhi NCR",1100.0,28.7379052,77.2673675,3.0,2.0,1.0,Ready to Move,Resale,Semi-Furnished,Flat,0
23300000.0,"Uniworld City Sector 30 Gurgaon, Uniworld City, Gurgaon, Delhi NCR",2387.0,28.344932556152344,77.3246078491211,3.0,4.0,4.0,Ready to Move,Resale,Semi-Furnished,Flat,0
2500000.0,"Plot 609, Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",900.0,28.69136562301201,77.34036833862308,2.0,2.0,2.0,Ready to Move,Resale,Unknown,Flat,1
3500000.0,"Sainik Colony, Faridabad, Delhi NCR",802.0,28.398028,77.2752245,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,1
4000000.0,"D Tower, Raj Nagar Extension, Ghaziabad, Delhi NCR",1000.0,28.7040534,77.4373305,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,1
4000000.0,"D1., Sheetla Colony, Gurgaon, Delhi NCR",720.0,28.484771,77.028653,2.0,2.0,1.0,Ready to Move,Resale,Semi-Furnished,Flat,0
3600000.0,"plot no 4/109 flat no B-301 third floor shivaji nagar gurgaon, Shivaji Nagar, Gurgaon, Delhi NCR",850.0,28.45140266418457,77.027099609375,2.0,2.0,1.0,Ready to Move,Resale,Semi-Furnished,Flat,0
3500000.0,"b-22 first floor parsvnath paaradise mohan nagar ghaziabad, Mohan Nagar, Ghaziabad, Delhi NCR",891.0,28.677177,77.381438,2.0,2.0,2.0,Ready to Move,Resale,Unknown,Flat,0
4000000.0,"GH-18, Shahpur, Bamheta, National Highway 24, Pandav Nagar, Ghaziabad, Uttar Pradesh, NH 24, Ghaziabad, Delhi NCR",1350.0,28.658647,77.4757,3.0,2.0,2.0,Ready to Move,Resale,Unknown,Flat,1
3300000.0,"Knowledge Park 5, Greater Noida, Delhi NCR",720.0,28.552659,77.4715276,2.0,2.0,2.0,Ready to Move,Resale,Furnished,Flat,1
8500000.0,"Sector 21, Noida, Delhi NCR",1300.0,28.5843456,77.3363292,3.0,2.0,2.0,Ready to Move,Resale,Unfurnished,Flat,0
11000000.0,"Sector 79, Gurgaon, Delhi NCR",1350.0,28.35895365,76.971587,2.0,2.0,3.0,Ready to Move,Resale,Unknown,Flat,0
5500000.0,"G T Road, Ghaziabad, Delhi NCR",1350.0,28.6769466,77.3959458,3.0,3.0,3.0,Ready to Move,Resale,Unfurnished,Flat,0
3200000.0,"Govindpuri Main, New Delhi - South, Delhi NCR",820.0,28.5377519,77.2618031,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,1
6700000.0,"Kaushambi, Ghaziabad, Delhi NCR",1000.0,28.6420559,77.323499,2.0,2.0,2.0,Ready to Move,Resale,Furnished,Flat,0
5400000.0,"Sector 120, Noida, Sector 120, Noida, Delhi NCR",1135.0,28.587310508382,77.3959017798717,2.0,2.0,2.0,Ready to Move,Resale,Unknown,Flat,0
9000000.0,"Vaibhav Khand, Ghaziabad, Delhi NCR",1650.0,28.6357095,77.3655985,3.0,3.0,2.0,Ready to Move,Resale,Semi-Furnished,Individual House,1
11000000.0,"Nirvana Country, Gurgaon, Nirvana Country, Gurgaon, Delhi NCR",1629.0,28.414627,77.060127,3.0,3.0,2.0,Ready to Move,Resale,Unknown,Flat,1
4000000.0,"Ashok Nagar, Ghaziabad, Delhi NCR",660.0,28.6616505,77.444691,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,1
12000000.0,"Sector 102, Gurgaon, Delhi NCR",1880.0,28.470035,76.97037984,3.0,3.0,3.0,Ready to Move,Resale,Unknown,Flat,0
6000000.0,"Sector 88, Faridabad, Delhi NCR",1661.0,28.4166908888947,77.354919473033,3.0,3.0,2.0,Ready to Move,Resale,Unknown,Flat,1
2700000.0,"Chipiyana Buzurg, Ghaziabad, Delhi NCR",624.0,28.6259164,77.4528639,2.0,2.0,2.0,Ready to Move,Resale,Unknown,Flat,1
8500000.0,"C101 second floor Surya nagar Ghaziabad, Ram Prastha, Ghaziabad, Delhi NCR",1680.0,28.65242385864257,77.34434509277344,3.0,2.0,1.0,Ready to Move,Resale,Semi-Furnished,Individual House,0
5500000.0,"Indirapuram, Ghaziabad, Delhi NCR",1425.0,28.634729,77.35832,2.0,2.0,2.0,Ready to Move,Resale,Unknown,Flat,1
5200000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1465.0,28.705425,77.433193,3.0,2.0,2.0,Ready to Move,Resale,Unknown,Flat,1
4000000.0,"D1., Sheetla Colony, Gurgaon, Delhi NCR",720.0,28.484771,77.028653,2.0,2.0,1.0,Ready to Move,Resale,Semi-Furnished,Flat,0
11500000.0,"Chander Nagar, Ghaziabad, Delhi NCR",1800.0,28.6654924,77.3297195,4.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Individual House,1
6500000.0,"Parsvnath Estate, Greater Noida, Delhi NCR",1352.0,28.456938,77.516975,3.0,3.0,2.0,Ready to Move,Resale,Unfurnished,Flat,1
6500000.0,"Sector 137, Noida, Delhi NCR",1115.0,28.5073636,77.4091,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,1
7000000.0,"NH 58, Ghaziabad, Delhi NCR",1480.0,28.698376,77.426802,3.0,2.0,3.0,Ready to Move,Resale,Unknown,Flat,0
6000000.0,"Sector 91, Gurgaon, Delhi NCR",1675.0,28.4017065,76.9198646,2.0,2.0,4.0,Ready to Move,Resale,Unfurnished,Flat,0
7500000.0,"Kaushambi, Ghaziabad, Kaushambi, Ghaziabad, Delhi NCR",1370.0,28.6354490945654,77.3238143396458,2.0,2.0,3.0,Ready to Move,Resale,Unknown,Individual House,0
4100000.0,"C4-1105, Bharat City, Bhopura, Ghaziabad, Delhi NCR",1295.0,28.728555,77.337353,3.0,2.0,4.0,Ready to Move,New Property,Unknown,Flat,0
9500000.0,"Mohan Nagar, Ghaziabad, Delhi NCR",1775.0,28.685334,77.3748981730463,3.0,3.0,2.0,Ready to Move,Resale,Unknown,Flat,1
10500000.0,"Sector 109, Gurgaon, Delhi NCR",1785.0,28.51083403,77.003159,3.0,3.0,2.0,Ready to Move,Resale,Unknown,Flat,1
5600000.0,"Sector 86, Faridabad, Delhi NCR",1526.0,28.404368478163,77.3360770274415,3.0,2.0,3.0,Ready to Move,Resale,Unknown,Individual House,0
8000000.0,"Retech CGHS Ltd GH-16 Phase 3 Sec 21 C Faridabad Pin Code -121002, Sector 21C, Faridabad, Delhi NCR",1400.0,28.4324602015939,77.2916871638604,3.0,2.0,2.0,Ready to Move,Resale,Unknown,Flat,0
3500000.0,"Noida Extension, Noida Extension, Greater Noida, Delhi NCR",995.0,28.605958,77.444512,2.0,2.0,2.0,Ready to Move,Resale,Unfurnished,Flat,1
7800000.0,"Sector 77, Noida, Delhi NCR",1317.0,28.5720422763446,77.3910687279008,3.0,2.0,3.0,Ready to Move,Resale,Unknown,Flat,0
3850000.0,"Noida Extension, Noida, Delhi NCR",1060.0,28.605958,77.444512,2.0,2.0,2.0,Ready to Move,Resale,Unknown,Individual House,1
7500000.0,"Gurgaon, Bhondsi, Gurgaon, Delhi NCR",1800.0,28.350221633911133,77.0616683959961,4.0,4.0,2.0,Ready to Move,Resale,Unfurnished,Flat,0
7700000.0,"shakti khand ii, Indirapuram, Ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",1850.0,28.6467392,77.3709475,4.0,3.0,2.0,Ready to Move,Resale,Unknown,Flat,1
5500000.0,"Sector 119, Noida., Sector 119, Noida, Delhi NCR",1246.0,28.5863287948209,77.4010620206905,2.0,2.0,2.0,Ready to Move,Resale,Unknown,Flat,0
7100000.0,"Sector 4, Greater Noida, Delhi NCR",1855.0,28.6109351,77.4294948,4.0,3.0,5.0,Ready to Move,Resale,Unfurnished,Flat,0
4000000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1275.0,28.703725,77.415456,3.0,2.0,3.0,Ready to Move,Resale,Unknown,Flat,0
35000000.0,"Suraj Kund, Faridabad, Delhi NCR",4259.0,28.45994245,77.28462764,4.0,5.0,2.0,Ready to Move,Resale,Unknown,Individual House,1
3500000.0,"Plot no 102 G.F mg 2, Shalimar Garden Extension 2, Ghaziabad, Delhi NCR",750.0,28.68813133239746,77.34380340576172,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,1
10000000.0,"Sector 1 Vaishali, Ghaziabad, Delhi NCR",1500.0,28.634854,77.333782,4.0,3.0,1.0,Ready to Move,Resale,Unknown,Flat,0
3600000.0,"Sainik Colony, Faridabad, Delhi NCR",1100.0,28.398027420043945,77.27522277832031,3.0,2.0,1.0,Ready to Move,Resale,Unfurnished,Flat,0
5000000.0,"Sector 129, Noida, Delhi NCR",1020.0,28.524543,77.364765,2.0,2.0,2.0,Ready to Move,Resale,Unknown,Flat,1
3650000.0,"Flat No 102 Uphar Homes 2 Rattan Vihar Rajendra Park gurgaon, Rajendra Park, Gurgaon, Delhi NCR",900.0,28.497892379760746,77.02709197998047,3.0,2.0,1.0,Ready to Move,Resale,Semi-Furnished,Flat,0
2600000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",850.0,28.7062757570334,77.4187932537269,2.0,2.0,2.0,Ready to Move,Resale,Unknown,Flat,1
10000000.0,"Ramesh Nagar, New Delhi - West, Delhi NCR",900.0,28.649336,77.134317,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,0
5000000.0,"Rajendra Nagar, Ghaziabad., Rajendra Nagar, Ghaziabad, Delhi NCR",1200.0,28.6914124423791,77.349726457194,3.0,2.0,2.0,Ready to Move,Resale,Unknown,Individual House,1
13500000.0,"Vinobapuri Colony, Lajpat Nagar 2, New Delhi - South, Delhi NCR",1800.0,28.5698735,77.2431125,3.0,3.0,2.0,Ready to Move,Resale,Furnished,Flat,1
7600000.0,"B tower, Ansal Plaza, Gurgaon, Delhi NCR",1145.0,28.508031845092773,77.03360748291016,2.0,2.0,2.0,Ready to Move,New Property,Unfurnished,Individual House,0
3800000.0,"Zeta 1, Greater Noida, Delhi NCR",1050.0,28.4987560599013,77.5196782318298,2.0,2.0,2.0,Ready to Move,Resale,Unknown,Flat,1
6100000.0,"Sector 75, Noida, Delhi NCR",1100.0,28.578557,77.3792235134295,2.0,2.0,3.0,Ready to Move,Resale,Unknown,Flat,0
3500000.0,"2nd floor Gali no 5 east Vinod nagar, Vinod Nagar East, New Delhi - East, Delhi NCR",595.0,28.68999671936035,77.32831573486328,2.0,2.0,2.0,Ready to Move,Resale,Unfurnished,Flat,0
8000000.0,"Sushant Lok 2, Gurgaon, Delhi NCR",900.0,28.423049,77.08741,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,1
5000000.0,"Sector 92, Gurgaon, Delhi NCR",1000.0,28.4096109,76.9141943,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,1
8870000.0,"Sector 82, Gurgaon, Sector 82, Gurgaon, Delhi NCR",1690.0,28.393665,76.962842,3.0,3.0,4.0,Ready to Move,Resale,Unknown,Flat,0
19000000.0,"Sector 55, Gurgaon, Delhi NCR",2400.0,28.425637,77.112182,4.0,3.0,2.0,Ready to Move,Resale,Furnished,Flat,1
2000000.0,"Govindpuram, Ghaziabad, Delhi NCR",720.0,28.6896453,77.4933302,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,1
18200000.0,"Sector 60, Gurgaon, Sector 60, Gurgaon, Delhi NCR",2200.0,28.400064,77.0959513,3.0,3.0,3.0,Ready to Move,Resale,Unknown,Individual House,0
6900000.0,"Sector 37D, Gurgaon, Delhi NCR",1410.0,28.4460523,76.9772858,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,1
11600000.0,"sector 104, Sector 104, Gurgaon, Delhi NCR",1600.0,28.482277,76.99199526,2.0,2.0,1.0,Ready to Move,New Property,Unknown,Individual House,0
6300000.0,"Sector MU, Greater Noida, Sector MU, Greater Noida, Delhi NCR",1700.0,28.47839,77.561036,3.0,2.0,3.0,Ready to Move,Resale,Unknown,Flat,0
4200000.0,"Sector 74, Noida, Delhi NCR",930.0,28.5783723,77.3873,2.0,2.0,2.0,Ready to Move,Resale,Unfurnished,Flat,1
